Id,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,CentralAir,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,GarageCars,SalePrice
,,,,,,,,,,,,,,,,,,187000
,,,,,,,,,,,,,,,,,,131500
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,164000
,,,,,,,,,,,,,,,,,,158000
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,127000
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,174000
,,,,,,,,,,,,,,,,,,152000
,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,189950
,,,,,,,,,,,,,,,,,,131500
,,,,,,,,,,,,,,,,,,152000
,,,,,,,,,,,,,,,,,,132500
,,,,,,,,,,,,,,,,,,250580
,,,,,,,,,,,,,,,,,,148500
,,,,,,,,,,,,,,,,,,248900
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,169000
,,,,,,,,,,,,,,,,,,236000
,,,,,,,,,,,,,,,,,,109500
,,,,,,,,,,,,,,,,,,200500
,,,,,,,,,,,,,,,,,,116000
,,,,,,,,,,,,,,,,,,133000
,,,,,,,,,,,,,,,,,,66500
,,,,,,,,,,,,,,,,,,303477
,,,,,,,,,,,,,,,,,,132250
,,,,,,,,,,,,,,,,,,350000
,,,,,,,,,,,,,,,,,,148000
,,,,,,,,,,,,,,,,,,136500
,,,,,,,,,,,,,,,,,,157000
,,,,,,,,,,,,,,,,,,187500
,,,,,,,,,,,,,,,,,,178000
,,,,,,,,,,,,,,,,,,118500
,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,328900
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,135500
,,,,,,,,,,,,,,,,,,268000
,,,,,,,,,,,,,,,,,,149500
,,,,,,,,,,,,,,,,,,122900
,,,,,,,,,,,,,,,,,,172500
,,,,,,,,,,,,,,,,,,154500
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,118858
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,106500
,,,,,,,,,,,,,,,,,,142953
,,,,,,,,,,,,,,,,,,611657
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,153000
,,,,,,,,,,,,,,,,,,180000
,,,,,,,,,,,,,,,,,,240000
,,,,,,,,,,,,,,,,,,125500
,,,,,,,,,,,,,,,,,,128000
,,,,,,,,,,,,,,,,,,255000
,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,131000
,,,,,,,,,,,,,,,,,,174000
,,,,,,,,,,,,,,,,,,154300
,,,,,,,,,,,,,,,,,,143500
,,,,,,,,,,,,,,,,,,88000
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,173733
,,,,,,,,,,,,,,,,,,75000
,,,,,,,,,,,,,,,,,,35311
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,238000
,,,,,,,,,,,,,,,,,,176500
,,,,,,,,,,,,,,,,,,201000
,,,,,,,,,,,,,,,,,,145900
,,,,,,,,,,,,,,,,,,169990
,,,,,,,,,,,,,,,,,,193000
,,,,,,,,,,,,,,,,,,207500
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,285000
,,,,,,,,,,,,,,,,,,176000
,,,,,,,,,,,,,,,,,,236500
,,,,,,,,,,,,,,,,,,222000
,,,,,,,,,,,,,,,,,,201000
,,,,,,,,,,,,,,,,,,117500
,,,,,,,,,,,,,,,,,,320000
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,242000
,,,,,,,,,,,,,,,,,,79900
,,,,,,,,,,,,,,,,,,184900
,,,,,,,,,,,,,,,,,,253000
,,,,,,,,,,,,,,,,,,239799
,,,,,,,,,,,,,,,,,,244400
,,,,,,,,,,,,,,,,,,150900
,,,,,,,,,,,,,,,,,,214000
,,,,,,,,,,,,,,,,,,150000
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,137500
,,,,,,,,,,,,,,,,,,124900
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,270000
,,,,,,,,,,,,,,,,,,192500
,,,,,,,,,,,,,,,,,,197500
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,119900
,,,,,,,,,,,,,,,,,,133900
,,,,,,,,,,,,,,,,,,172000
,,,,,,,,,,,,,,,,,,127500
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,124000
,,,,,,,,,,,,,,,,,,132000
,,,,,,,,,,,,,,,,,,185000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,116500
,,,,,,,,,,,,,,,,,,272000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,239000
,,,,,,,,,,,,,,,,,,214900
,,,,,,,,,,,,,,,,,,178900
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,37900
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,173000
,,,,,,,,,,,,,,,,,,99500
,,,,,,,,,,,,,,,,,,182000
,,,,,,,,,,,,,,,,,,167500
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,85500
,,,,,,,,,,,,,,,,,,199900
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,178400
,,,,,,,,,,,,,,,,,,336000
,,,,,,,,,,,,,,,,,,159895
,,,,,,,,,,,,,,,,,,255900
,,,,,,,,,,,,,,,,,,126000
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,117000
,,,,,,,,,,,,,,,,,,395192
,,,,,,,,,,,,,,,,,,195000
,,,,,,,,,,,,,,,,,,197000
,,,,,,,,,,,,,,,,,,348000
,,,,,,,,,,,,,,,,,,168000
,,,,,,,,,,,,,,,,,,187000
,,,,,,,,,,,,,,,,,,173900
,,,,,,,,,,,,,,,,,,337500
,,,,,,,,,,,,,,,,,,121600
,,,,,,,,,,,,,,,,,,136500
,,,,,,,,,,,,,,,,,,185000
,,,,,,,,,,,,,,,,,,91000
,,,,,,,,,,,,,,,,,,206000
,,,,,,,,,,,,,,,,,,82000
,,,,,,,,,,,,,,,,,,86000
,,,,,,,,,,,,,,,,,,232000
,,,,,,,,,,,,,,,,,,136905
,,,,,,,,,,,,,,,,,,181000
,,,,,,,,,,,,,,,,,,149900
,,,,,,,,,,,,,,,,,,163500
,,,,,,,,,,,,,,,,,,88000
,,,,,,,,,,,,,,,,,,240000
,,,,,,,,,,,,,,,,,,102000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,85000
,,,,,,,,,,,,,,,,,,119200
,,,,,,,,,,,,,,,,,,227000
,,,,,,,,,,,,,,,,,,203000
,,,,,,,,,,,,,,,,,,187500
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,213490
,,,,,,,,,,,,,,,,,,176000
,,,,,,,,,,,,,,,,,,194000
,,,,,,,,,,,,,,,,,,87000
,,,,,,,,,,,,,,,,,,191000
,,,,,,,,,,,,,,,,,,287000
,,,,,,,,,,,,,,,,,,112500
,,,,,,,,,,,,,,,,,,167500
,,,,,,,,,,,,,,,,,,293077
,,,,,,,,,,,,,,,,,,105000
,,,,,,,,,,,,,,,,,,118000
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,197000
,,,,,,,,,,,,,,,,,,310000
,,,,,,,,,,,,,,,,,,230000
,,,,,,,,,,,,,,,,,,119750
,,,,,,,,,,,,,,,,,,84000
,,,,,,,,,,,,,,,,,,315500
,,,,,,,,,,,,,,,,,,287000
,,,,,,,,,,,,,,,,,,97000
,,,,,,,,,,,,,,,,,,80000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,173000
,,,,,,,,,,,,,,,,,,196000
,,,,,,,,,,,,,,,,,,262280
,,,,,,,,,,,,,,,,,,278000
,,,,,,,,,,,,,,,,,,139600
,,,,,,,,,,,,,,,,,,556581
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,84900
,,,,,,,,,,,,,,,,,,176485
,,,,,,,,,,,,,,,,,,200141
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,144500
,,,,,,,,,,,,,,,,,,255000
,,,,,,,,,,,,,,,,,,180000
,,,,,,,,,,,,,,,,,,185850
,,,,,,,,,,,,,,,,,,248000
,,,,,,,,,,,,,,,,,,335000
,,,,,,,,,,,,,,,,,,220000
,,,,,,,,,,,,,,,,,,213500
,,,,,,,,,,,,,,,,,,81000
,,,,,,,,,,,,,,,,,,90000
,,,,,,,,,,,,,,,,,,110500
,,,,,,,,,,,,,,,,,,154000
,,,,,,,,,,,,,,,,,,328000
,,,,,,,,,,,,,,,,,,178000
,,,,,,,,,,,,,,,,,,167900
,,,,,,,,,,,,,,,,,,151400
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,154000
,,,,,,,,,,,,,,,,,,91500
,,,,,,,,,,,,,,,,,,159500
,,,,,,,,,,,,,,,,,,194000
,,,,,,,,,,,,,,,,,,219500
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,138800
,,,,,,,,,,,,,,,,,,155900
,,,,,,,,,,,,,,,,,,126000
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,133000
,,,,,,,,,,,,,,,,,,192000
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,187500
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,83500
,,,,,,,,,,,,,,,,,,252000
,,,,,,,,,,,,,,,,,,137500
,,,,,,,,,,,,,,,,,,197000
,,,,,,,,,,,,,,,,,,92900
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,136500
,,,,,,,,,,,,,,,,,,146000
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,176432
,,,,,,,,,,,,,,,,,,127000
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,128000
,,,,,,,,,,,,,,,,,,157000
,,,,,,,,,,,,,,,,,,60000
,,,,,,,,,,,,,,,,,,119500
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,159500
,,,,,,,,,,,,,,,,,,106000
,,,,,,,,,,,,,,,,,,325000
,,,,,,,,,,,,,,,,,,179900
,,,,,,,,,,,,,,,,,,274725
,,,,,,,,,,,,,,,,,,181000
,,,,,,,,,,,,,,,,,,280000
,,,,,,,,,,,,,,,,,,188000
,,,,,,,,,,,,,,,,,,205000
,,,,,,,,,,,,,,,,,,129900
,,,,,,,,,,,,,,,,,,134500
,,,,,,,,,,,,,,,,,,117000
,,,,,,,,,,,,,,,,,,318000
,,,,,,,,,,,,,,,,,,184100
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,133700
,,,,,,,,,,,,,,,,,,118400
,,,,,,,,,,,,,,,,,,212900
,,,,,,,,,,,,,,,,,,112000
,,,,,,,,,,,,,,,,,,118000
,,,,,,,,,,,,,,,,,,163900
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,174000
,,,,,,,,,,,,,,,,,,259000
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,93500
,,,,,,,,,,,,,,,,,,117500
,,,,,,,,,,,,,,,,,,239500
,,,,,,,,,,,,,,,,,,169000
,,,,,,,,,,,,,,,,,,102000
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,94000
,,,,,,,,,,,,,,,,,,196000
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,197500
,,,,,,,,,,,,,,,,,,424870
,,,,,,,,,,,,,,,,,,80000
,,,,,,,,,,,,,,,,,,80000
,,,,,,,,,,,,,,,,,,149000
,,,,,,,,,,,,,,,,,,180000
,,,,,,,,,,,,,,,,,,174500
,,,,,,,,,,,,,,,,,,116900
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,124000
,,,,,,,,,,,,,,,,,,149900
,,,,,,,,,,,,,,,,,,230000
,,,,,,,,,,,,,,,,,,120500
,,,,,,,,,,,,,,,,,,201800
,,,,,,,,,,,,,,,,,,218000
,,,,,,,,,,,,,,,,,,179900
,,,,,,,,,,,,,,,,,,230000
,,,,,,,,,,,,,,,,,,235128
,,,,,,,,,,,,,,,,,,185000
,,,,,,,,,,,,,,,,,,146000
,,,,,,,,,,,,,,,,,,224000
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,108959
,,,,,,,,,,,,,,,,,,194000
,,,,,,,,,,,,,,,,,,233170
,,,,,,,,,,,,,,,,,,245350
,,,,,,,,,,,,,,,,,,173000
,,,,,,,,,,,,,,,,,,235000
,,,,,,,,,,,,,,,,,,625000
,,,,,,,,,,,,,,,,,,171000
,,,,,,,,,,,,,,,,,,163000
,,,,,,,,,,,,,,,,,,171900
,,,,,,,,,,,,,,,,,,200500
,,,,,,,,,,,,,,,,,,239000
,,,,,,,,,,,,,,,,,,285000
,,,,,,,,,,,,,,,,,,119500
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,154900
,,,,,,,,,,,,,,,,,,93000
,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,392500
,,,,,,,,,,,,,,,,,,745000
,,,,,,,,,,,,,,,,,,120000
,,,,,,,,,,,,,,,,,,186700
,,,,,,,,,,,,,,,,,,104900
,,,,,,,,,,,,,,,,,,95000
,,,,,,,,,,,,,,,,,,262000
,,,,,,,,,,,,,,,,,,195000
,,,,,,,,,,,,,,,,,,189000
,,,,,,,,,,,,,,,,,,168000
,,,,,,,,,,,,,,,,,,174000
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,165000
,,,,,,,,,,,,,,,,,,158000
,,,,,,,,,,,,,,,,,,176000
,,,,,,,,,,,,,,,,,,219210
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,178000
,,,,,,,,,,,,,,,,,,148000
,,,,,,,,,,,,,,,,,,116050
,,,,,,,,,,,,,,,,,,197900
,,,,,,,,,,,,,,,,,,117000
,,,,,,,,,,,,,,,,,,213000
,,,,,,,,,,,,,,,,,,153500
,,,,,,,,,,,,,,,,,,271900
,,,,,,,,,,,,,,,,,,107000
,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,290000
,,,,,,,,,,,,,,,,,,189000
,,,,,,,,,,,,,,,,,,164000
,,,,,,,,,,,,,,,,,,113000
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,134500
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,112000
,,,,,,,,,,,,,,,,,,229456
,,,,,,,,,,,,,,,,,,80500
,,,,,,,,,,,,,,,,,,91500
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,134000
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,137900
,,,,,,,,,,,,,,,,,,184000
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,214000
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,367294
,,,,,,,,,,,,,,,,,,127000
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,132500
,,,,,,,,,,,,,,,,,,101800
,,,,,,,,,,,,,,,,,,142000
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,138887
,,,,,,,,,,,,,,,,,,175500
,,,,,,,,,,,,,,,,,,195000
,,,,,,,,,,,,,,,,,,142500
,,,,,,,,,,,,,,,,,,265900
,,,,,,,,,,,,,,,,,,224900
,,,,,,,,,,,,,,,,,,248328
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,465000
,,,,,,,,,,,,,,,,,,230000
,,,,,,,,,,,,,,,,,,178000
,,,,,,,,,,,,,,,,,,186500
,,,,,,,,,,,,,,,,,,169900
,,,,,,,,,,,,,,,,,,129500
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,244000
,,,,,,,,,,,,,,,,,,171750
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,294000
,,,,,,,,,,,,,,,,,,165400
,,,,,,,,,,,,,,,,,,127500
,,,,,,,,,,,,,,,,,,301500
,,,,,,,,,,,,,,,,,,99900
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,151000
,,,,,,,,,,,,,,,,,,181000
,,,,,,,,,,,,,,,,,,128900
,,,,,,,,,,,,,,,,,,161500
,,,,,,,,,,,,,,,,,,180500
,,,,,,,,,,,,,,,,,,181000
,,,,,,,,,,,,,,,,,,183900
,,,,,,,,,,,,,,,,,,122000
,,,,,,,,,,,,,,,,,,378500
,,,,,,,,,,,,,,,,,,381000
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,260000
,,,,,,,,,,,,,,,,,,185750
,,,,,,,,,,,,,,,,,,137000
,,,,,,,,,,,,,,,,,,177000
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,137000
,,,,,,,,,,,,,,,,,,162000
,,,,,,,,,,,,,,,,,,197900
,,,,,,,,,,,,,,,,,,237000
,,,,,,,,,,,,,,,,,,68400
,,,,,,,,,,,,,,,,,,227000
,,,,,,,,,,,,,,,,,,180000
,,,,,,,,,,,,,,,,,,150500
,,,,,,,,,,,,,,,,,,139000
,,,,,,,,,,,,,,,,,,169000
,,,,,,,,,,,,,,,,,,132500
,,,,,,,,,,,,,,,,,,143000
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,278000
,,,,,,,,,,,,,,,,,,281000
,,,,,,,,,,,,,,,,,,180500
,,,,,,,,,,,,,,,,,,119500
,,,,,,,,,,,,,,,,,,107500
,,,,,,,,,,,,,,,,,,162900
,,,,,,,,,,,,,,,,,,115000
,,,,,,,,,,,,,,,,,,138500
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,154000
,,,,,,,,,,,,,,,,,,225000
,,,,,,,,,,,,,,,,,,177500
,,,,,,,,,,,,,,,,,,290000
,,,,,,,,,,,,,,,,,,232000
,,,,,,,,,,,,,,,,,,130000
,,,,,,,,,,,,,,,,,,325000
,,,,,,,,,,,,,,,,,,202500
,,,,,,,,,,,,,,,,,,138000
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,179200
,,,,,,,,,,,,,,,,,,335000
,,,,,,,,,,,,,,,,,,203000
,,,,,,,,,,,,,,,,,,302000
,,,,,,,,,,,,,,,,,,333168
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,206900
,,,,,,,,,,,,,,,,,,295493
,,,,,,,,,,,,,,,,,,208900
,,,,,,,,,,,,,,,,,,275000
,,,,,,,,,,,,,,,,,,111000
,,,,,,,,,,,,,,,,,,156500
,,,,,,,,,,,,,,,,,,72500
,,,,,,,,,,,,,,,,,,190000
,,,,,,,,,,,,,,,,,,82500
,,,,,,,,,,,,,,,,,,147000
,,,,,,,,,,,,,,,,,,55000
,,,,,,,,,,,,,,,,,,79000
,,,,,,,,,,,,,,,,,,130500
,,,,,,,,,,,,,,,,,,256000
,,,,,,,,,,,,,,,,,,176500
,,,,,,,,,,,,,,,,,,227000
,,,,,,,,,,,,,,,,,,132500
,,,,,,,,,,,,,,,,,,100000
,,,,,,,,,,,,,,,,,,125500
,,,,,,,,,,,,,,,,,,125000
,,,,,,,,,,,,,,,,,,167900
,,,,,,,,,,,,,,,,,,135000
,,,,,,,,,,,,,,,,,,52500
,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,128500
,,,,,,,,,,,,,,,,,,123000
,,,,,,,,,,,,,,,,,,155000
,,,,,,,,,,,,,,,,,,228500
,,,,,,,,,,,,,,,,,,177000
,,,,,,,,,,,,,,,,,,155835
,,,,,,,,,,,,,,,,,,108500
,,,,,,,,,,,,,,,,,,262500
,,,,,,,,,,,,,,,,,,283463
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,122000
,,,,,,,,,,,,,,,,,,200000
,,,,,,,,,,,,,,,,,,171000
,,,,,,,,,,,,,,,,,,134900
,,,,,,,,,,,,,,,,,,410000
,,,,,,,,,,,,,,,,,,235000
,,,,,,,,,,,,,,,,,,170000
,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,,,149900
,,,,,,,,,,,,,,,,,,177500
,,,,,,,,,,,,,,,,,,315000
,,,,,,,,,,,,,,,,,,189000
,,,,,,,,,,,,,,,,,,260000
,,,,,,,,,,,,,,,,,,104900
,,,,,,,,,,,,,,,,,,156932
,,,,,,,,,,,,,,,,,,144152
,,,,,,,,,,,,,,,,,,216000
,,,,,,,,,,,,,,,,,,193000
,,,,,,,,,,,,,,,,,,127000
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,232000
,,,,,,,,,,,,,,,,,,105000
,,,,,,,,,,,,,,,,,,165500
,,,,,,,,,,,,,,,,,,274300
,,,,,,,,,,,,,,,,,,466500
,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,239000
,,,,,,,,,,,,,,,,,,91000
,,,,,,,,,,,,,,,,,,117000
,,,,,,,,,,,,,,,,,,83000
,,,,,,,,,,,,,,,,,,167500
,,,,,,,,,,,,,,,,,,58500
,,,,,,,,,,,,,,,,,,237500
,,,,,,,,,,,,,,,,,,157000
,,,,,,,,,,,,,,,,,,112000
,,,,,,,,,,,,,,,,,,105000
,,,,,,,,,,,,,,,,,,125500
,,,,,,,,,,,,,,,,,,250000
,,,,,,,,,,,,,,,,,,136000
,,,,,,,,,,,,,,,,,,377500
,,,,,,,,,,,,,,,,,,131000
,,,,,,,,,,,,,,,,,,235000
,,,,,,,,,,,,,,,,,,124000
,,,,,,,,,,,,,,,,,,123000
,,,,,,,,,,,,,,,,,,163000
,,,,,,,,,,,,,,,,,,246578
,,,,,,,,,,,,,,,,,,281213
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,137500
,,,,,,,,,,,,,,,,,,138000
,,,,,,,,,,,,,,,,,,137450
,,,,,,,,,,,,,,,,,,120000
,,,,,,,,,,,,,,,,,,193000
,,,,,,,,,,,,,,,,,,193879
,,,,,,,,,,,,,,,,,,282922
,,,,,,,,,,,,,,,,,,105000
,,,,,,,,,,,,,,,,,,275000
,,,,,,,,,,,,,,,,,,133000
,,,,,,,,,,,,,,,,,,112000
,,,,,,,,,,,,,,,,,,125500
,,,,,,,,,,,,,,,,,,215000
,,,,,,,,,,,,,,,,,,230000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,90000
,,,,,,,,,,,,,,,,,,257000
,,,,,,,,,,,,,,,,,,207000
,,,,,,,,,,,,,,,,,,175900
,,,,,,,,,,,,,,,,,,122500
,,,,,,,,,,,,,,,,,,340000
,,,,,,,,,,,,,,,,,,124000
,,,,,,,,,,,,,,,,,,223000
,,,,,,,,,,,,,,,,,,179900
,,,,,,,,,,,,,,,,,,127500
,,,,,,,,,,,,,,,,,,136500
,,,,,,,,,,,,,,,,,,274970
,,,,,,,,,,,,,,,,,,144000
,,,,,,,,,,,,,,,,,,142000
,,,,,,,,,,,,,,,,,,271000
,,,,,,,,,,,,,,,,,,140000
,,,,,,,,,,,,,,,,,,119000
,,,,,,,,,,,,,,,,,,182900
,,,,,,,,,,,,,,,,,,192140
,,,,,,,,,,,,,,,,,,143750
,,,,,,,,,,,,,,,,,,64500
,,,,,,,,,,,,,,,,,,186500
,,,,,,,,,,,,,,,,,,160000
,,,,,,,,,,,,,,,,,,174000
,,,,,,,,,,,,,,,,,,120500
,,,,,,,,,,,,,,,,,,394617
,,,,,,,,,,,,,,,,,,149700
,,,,,,,,,,,,,,,,,,197000
,,,,,,,,,,,,,,,,,,191000
,,,,,,,,,,,,,,,,,,149300
,,,,,,,,,,,,,,,,,,310000
,,,,,,,,,,,,,,,,,,121000
,,,,,,,,,,,,,,,,,,179600
,,,,,,,,,,,,,,,,,,129000
,,,,,,,,,,,,,,,,,,157900
,,,,,,,,,,,,,,,,,,240000
,,,,,,,,,,,,,,,,,,112000
,,,,,,,,,,,,,,,,,,92000
,,,,,,,,,,,,,,,,,,136000
,,,,,,,,,,,,,,,,,,287090
,,,,,,,,,,,,,,,,,,145000
,,,,,,,,,,,,,,,,,,84500
,,,,,,,,,,,,,,,,,,185000
,,,,,,,,,,,,,,,,,,175000
,,,,,,,,,,,,,,,,,,210000
,,,,,,,,,,,,,,,,,,266500
,,,,,,,,,,,,,,,,,,142125
,,,,,,,,,,,,,,,,,,147500
